Special tokens have been added in the vocabulary, make sure the associated word embeddings are fine-tuned or trained.
/home/jsamper/anaconda3/envs/myenv/lib/python3.12/site-packages/transformers/models/beit/feature_extraction_beit.py:28: FutureWarning: The class BeitFeatureExtractor is deprecated and will be removed in version 5 of Transformers. Please use BeitImageProcessor instead.
  warnings.warn(
/home/jsamper/anaconda3/envs/myenv/lib/python3.12/site-packages/transformers/models/beit/image_processing_beit.py:110: FutureWarning: The `reduce_labels` parameter is deprecated and will be removed in a future version. Please use `do_reduce_labels` instead.
  warnings.warn(
Special tokens have been added in the vocabulary, make sure the associated word embeddings are fine-tuned or trained.
Special tokens have been added in the vocabulary, make sure the associated word embeddings are fine-tuned or trained.
epoch: 0
/home/jsamper/anaconda3/envs/myenv/lib/python3.12/site-packages/transformers/tokenization_utils_base.py:2619: FutureWarning: The `pad_to_max_length` argument is deprecated and will be removed in a future version, use `padding=True` or `padding='longest'` to pad to the longest sequence in the batch, or use `padding='max_length'` to pad to a max length. In this case, you can give a specific length with `max_length` (e.g. `max_length=45`) or leave max_length to None to pad to the maximal input size of the model (e.g. 512 for Bert).
  warnings.warn(
It looks like you are trying to rescale already rescaled images. If the input images have pixel values between 0 and 1, set `do_rescale=False` to avoid rescaling them again.
tensor(5.3161, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4555, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3358, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6162, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4095, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2236, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0738, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3642, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9667, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4860, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8809, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5600, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9054, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1732, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8682, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0730, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1895, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9141, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6597, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3450, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9128, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6875, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3423, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.1276, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9995, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1920, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7912, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9166, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4122, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1537, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9963, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8957, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0132, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9060, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4970, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2533, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8190, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.8011, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2679, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7810, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8831, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4788, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.3967, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1181, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8240, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5251, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2230, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.3007, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.1871, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.0192, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0407, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9810, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4875, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.0561, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8295, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6712, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4023, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.1952, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3649, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9814, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.8237, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4969, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.8601, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1328, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6263, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.4818, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.3503, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1126, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3895, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5397, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7535, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.1291, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2340, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3488, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0517, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0883, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3155, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1851, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6042, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3930, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3388, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9866, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7717, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5259, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4317, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0525, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.1144, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7017, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5165, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.2226, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4396, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.9562, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3674, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.8510, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9402, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9653, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6262, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6564, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4406, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8809, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1134, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.9952, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5363, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0972, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8894, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5778, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6255, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9727, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7231, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.0616, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5593, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4812, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6745, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2663, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9222, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9716, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2057, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2289, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5008, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.1403, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.4111, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.4022, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6530, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4639, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4392, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.3370, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.2751, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7441, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8137, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2667, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0188, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2229, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4645, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2637, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4751, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4661, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9275, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2331, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.0681, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5950, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6986, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5564, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1262, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2905, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5658, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8233, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.0757, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6498, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1078, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.9203, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3217, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3763, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8979, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1674, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0232, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9569, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6650, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7356, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2912, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4925, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8257, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5166, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5383, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4656, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5286, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5453, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7696, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1399, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1533, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0499, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2698, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5919, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5318, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8117, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.1556, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4030, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7961, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6229, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6917, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8071, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0994, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8507, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1038, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1739, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.9872, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4926, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4611, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2303, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3955, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5511, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9462, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4315, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4191, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4659, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0324, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5924, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5567, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4813, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0174, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2732, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.7026, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4929, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7904, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6935, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8277, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7704, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9014, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6773, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5595, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4960, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0385, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4958, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6312, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6231, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3223, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0280, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(6.7928, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2148, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6843, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5554, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.5748, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2232, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9296, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8731, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5331, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.0710, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5207, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5957, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.0649, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5243, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3450, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9765, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4591, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3890, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9144, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6813, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9533, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6252, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1489, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0464, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5426, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4120, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.2958, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1615, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.6695, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.3160, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3617, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6425, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6575, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7260, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3636, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5356, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5811, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.1585, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.8410, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4378, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2641, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4157, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2681, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.1913, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.2173, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.3774, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4103, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6121, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5547, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0431, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.3207, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2001, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1024, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9030, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.3742, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.2322, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2564, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4091, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4505, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.6759, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1510, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3187, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9510, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5196, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3399, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6373, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.1180, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1717, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2012, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0261, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.9917, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2339, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.1699, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1056, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9230, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0152, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3142, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8288, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3408, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1409, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.7192, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3717, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5691, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4849, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4685, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7579, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.0534, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0759, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.7294, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5775, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7382, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6698, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2845, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6977, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.4607, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9246, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7310, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3588, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4307, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8235, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.9879, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6186, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5089, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7064, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0884, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0199, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7010, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.5320, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0874, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9942, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.9289, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9574, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.3968, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.4625, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.3568, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0266, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7795, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5567, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6023, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2083, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2880, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8735, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7037, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9166, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8467, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5419, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5575, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7408, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.2339, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1589, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6974, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1989, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6684, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5871, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.0670, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9128, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8656, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0221, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0654, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5076, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0268, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1894, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1840, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0018, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.8360, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2513, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3511, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6617, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8863, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1056, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.2695, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.1726, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2679, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2177, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7041, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(6.6166, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.0465, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9961, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7882, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.2534, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3727, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3330, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2805, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9533, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.8625, device='cuda:0', grad_fn=<NllLossBackward0>)
