Special tokens have been added in the vocabulary, make sure the associated word embeddings are fine-tuned or trained.
/home/jsamper/anaconda3/envs/myenv/lib/python3.12/site-packages/transformers/models/beit/feature_extraction_beit.py:28: FutureWarning: The class BeitFeatureExtractor is deprecated and will be removed in version 5 of Transformers. Please use BeitImageProcessor instead.
  warnings.warn(
/home/jsamper/anaconda3/envs/myenv/lib/python3.12/site-packages/transformers/models/beit/image_processing_beit.py:110: FutureWarning: The `reduce_labels` parameter is deprecated and will be removed in a future version. Please use `do_reduce_labels` instead.
  warnings.warn(
Special tokens have been added in the vocabulary, make sure the associated word embeddings are fine-tuned or trained.
Special tokens have been added in the vocabulary, make sure the associated word embeddings are fine-tuned or trained.
/home/jsamper/anaconda3/envs/myenv/lib/python3.12/site-packages/transformers/tokenization_utils_base.py:2619: FutureWarning: The `pad_to_max_length` argument is deprecated and will be removed in a future version, use `padding=True` or `padding='longest'` to pad to the longest sequence in the batch, or use `padding='max_length'` to pad to a max length. In this case, you can give a specific length with `max_length` (e.g. `max_length=45`) or leave max_length to None to pad to the maximal input size of the model (e.g. 512 for Bert).
  warnings.warn(
epoch: 0
It looks like you are trying to rescale already rescaled images. If the input images have pixel values between 0 and 1, set `do_rescale=False` to avoid rescaling them again.
tensor(3.5280, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(6.0783, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4268, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6960, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7073, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2484, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5709, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2745, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1701, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8636, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4302, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9013, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3607, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3465, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5145, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9206, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9789, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.1162, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.3396, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9302, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0120, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0364, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1642, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(0.6719, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3934, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5709, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4490, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9890, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4814, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3868, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.3731, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5586, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(0.6272, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5901, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(0.6213, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0333, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.7873, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7610, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.5328, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8305, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6431, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4949, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.0664, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6719, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.6651, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3506, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.2518, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8966, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.9639, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5747, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1791, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1719, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6924, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7934, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9004, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.9496, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(6.2264, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8827, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4367, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4405, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.9606, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.8747, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7877, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9782, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9661, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.1307, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1479, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.8220, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6727, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7520, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7996, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0355, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1480, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.1607, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.3723, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9070, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.6466, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.2101, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.1505, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6080, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.8440, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.3126, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6778, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1108, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2650, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.2657, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2724, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3340, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.8117, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2922, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6380, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1153, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.0956, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2959, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6807, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(6.4683, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8744, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.7135, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4624, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5197, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5143, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4380, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7953, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6719, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3831, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.3293, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.5177, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7992, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3003, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1652, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0638, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9824, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(6.2035, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.3489, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8720, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5698, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6154, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(0.7347, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8040, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0129, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0341, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.2550, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.4884, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9700, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2589, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2315, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8448, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9834, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7004, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2141, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.0919, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2134, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2295, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1368, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0939, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6872, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1218, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.3788, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4636, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.0978, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5111, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.1254, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6265, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1501, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5104, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7194, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0212, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1861, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0924, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1103, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.9881, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8135, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1554, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.7666, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.5069, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6385, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9015, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7773, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(6.0045, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6539, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5062, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.4040, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.8129, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7277, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.6889, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4314, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.6482, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7002, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2041, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.6912, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8436, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7409, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.2764, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2751, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2030, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.5012, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3776, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1084, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4494, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2228, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3175, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7782, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2586, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.4738, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2329, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0555, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5583, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5653, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2459, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8523, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.4807, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7799, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2395, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4978, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5126, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1411, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.3537, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.8494, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.2479, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9106, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9693, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8859, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(0.7598, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0279, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.3693, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3785, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6067, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.6160, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.2014, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4559, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7771, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6984, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4427, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.8784, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1948, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.5471, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.1601, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.3135, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9895, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.4884, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7993, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5812, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(0.5875, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5594, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0911, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.1152, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3933, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(6.3524, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9038, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4750, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.5888, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.8369, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0108, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.0506, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7422, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.1592, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3001, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(1.9153, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(0.6036, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(6.4911, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(6.1481, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.3569, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6458, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9909, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.0487, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3891, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3043, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3411, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.9604, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.5811, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7313, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6150, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(5.2530, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.8954, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7030, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.9772, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6697, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.4164, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.7323, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.3696, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.0202, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(3.6206, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.5306, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.9181, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4561, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.7473, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2822, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(2.1879, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2459, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.4483, device='cuda:0', grad_fn=<NllLossBackward0>)
tensor(4.2998, device='cuda:0', grad_fn=<NllLossBackward0>)
